,Headline,Ranking,Review,ReviewDate
2170,Beklikker (tidligere) kunders hæderlighed,1,"Opdatering 3. december 2019:
Så har dette svenske foretagende sat deres danske medarbejdere i gang med at vaske hænder i forhold til deres ekstremt betænkelige måde at drive virksomhed i DK på. 
Den kommentar de har postet til min anmeldelse har de flere gange siden deres bortdømmelse af mig som kunde mailet mig med eksakt samme ordlyd, uden på noget tidspunkt at forholde sig til hvad der ligger til grund for vores returneringer - besynderligt (læs tåbeligt) at blive ved at forklare sig efter de har oplyst at de ikke ønsker at handle med mig;-) 
Jeg noterer mig at de i deres kommentarer oplyser at de ligefrem ""elsker returer"" ;-) hvor er det patetisk. 

Så blev jeg også beskyldt for uetisk brug af dette svenske firmas webshop - begrundelse, for mange returnerede varer indenfor seneste 12 måneder.
Vi har brugt adskillige tusinde kroner i denne webshop gennem årene, og jeg har adskillige gange, forgæves, gjort foretagendet opmærksom på, at mange af deres størrelsesguides ikke afspejler virkeligheden, med det resultat at mange timers udvælgelse af tøj ender med at have været tidsspilde, og når man kontakter deres såkaldte kundeservice, bliver man direkte tilrådet, at købe flere størrelser hvis muligt, og returnere den/de der ikke passer - og når man så gør dét, så handler man unfair og uetisk - hvad er det for en forretningsmoral? 

Efter at have modtaget denne blacklisting giver det pludselig mening at Boozt igennem det seneste halve år har forhalet kvittering for returnerede varer i op til flere uger, formentlig efter devisen: ""så kan I lære det""
Opfordringen herfra skal være, køb hos respektable danske forretninger, og lad det svenske foretagende drukne i sine tåbelige rabatter.

Det er tørre tårer der ikke flyder fra mine øjne ;-)",2019-11-28T21:54:01Z
2171,Suuuper frdt med Booz fairuse politik,5,"Suuuper fedt med Booz fair use politik, det giver et friskt pust og en kærkommen chance for de hårdtarbejdende fysiske butikkers overlevelse",2019-11-28T21:43:52Z
2172,Jeg er hyppig kunde hos Boozt,1,Jeg er hyppig kunde hos Boozt og bestiller ofte 2 str. da det er svært at afgøre hvad der passer. Jeres nyindførte ikke annoncerede Fairuse gør mig utryg som forbruger og jeg springer Blackfriday over på Boozt. Hvad med at gøre politikken tydelig? Hvor mange % må man returnere for ikke at blive ekskluderet? Hvad med at indføre betalt returnering?,2019-11-28T21:18:16Z
2173,God service,5,"God service, stort udvalg og er med på at der må være en grænse for hvormeget man sender tilbage som kunde.",2019-11-28T21:07:22Z
2174,Skod firma,1,"Skod firma, fortjener 0 stjerner",2019-11-28T21:04:55Z
2175,Når man driver en netvirksomhed,1,"Når man driver en netvirksomhed, hvor kunderne ikke kan prøve tøjet før de køber må man også forvente at en del varer bliver returneret, så ligefrem at udelukke kunder pga returvarer virker helt hen i vejret.
Og så synes jeg faktisk også deres formulering var uforskammet - meget dårlig kundeservice og ikke særlig gennemtænkt.................",2019-11-28T20:57:26Z
2176,Boykot boozt,1,Boykot boozt,2019-11-28T20:37:53Z
2177,Horribelt og uacceptabelt,1,"Horribelt og uacceptabelt. Køber meget tøj til en familie på 4, men returnerer ligeledes også noget af de store ordrer jeg bestiller. Vil betegne mig selv som en god kunde, men der ryger naturligvis også noget retur. At man ikke oplyser med “vi kan se du sender meget retur vil du være opmærksom på dette...”
Er horribelt. Deres koncept er gratis retur, så må de hellere fjerne den mulighed for alle eller hvis Man kommer over et vist belæb og er blevet advaret. Har aldrig hørt om bandlysning af personer fra en fysisk butik, fordi de byttede for meget. Forestil jer lige det - desværre du har ikke længere adgang til denne butik. Jeg er ikke selv blacklistet, men fremover kommer jeg ikke til at støtte boozt, mine penge får nu til zalando og miinto!",2019-11-28T20:36:00Z
2178,Fair kundeservice?????,1,"Jeg synes at det er fint, at Boozt gerne vil have os kunder til at overveje vores indkøb og returneringer, men når de indfører en ‘fair use’ klausul, så skal det da kommunikeres klart og tydeligt ud til kunderne! 
OG hvis de synes man handler i strid med denne klausul, så indgå i en dialog med kunden istedet for bare - uden varsel - at smide os ud!
Jeg har ofte oplevet at størrelserne ikke passer eller at tøjet ser helt anderledes ud i virkeligheden end på billederne. Det kan jo ikke passe, at man skal i butikkerne først for at se tøjet og prøve det på, før man kan lave en bestilling på Boozt.com.",2019-11-28T20:27:32Z
2179,Tilslutter mig ...,1,"Jeg tilslutter mig alle andre herinde som har fået deres ordre annulleret.
 Jeg køber flittigt tøj og sko til mig, min mand og 3 børn på boozt da fysiske butikker bare ikke fungere med 3 små der løber i hver sin retning.
Størrelser er enormt svære at finde ud af og pasform og kvalitet kender man jo ikke på forhånd. Det er ulogisk at vil have trofaste kunder der køber en masse...men at de samtidig ikke må sende retur!  Jeg har ELSKET at handle på boozt pga udvalg og priser/kampagner. Og de har tjent MEGET på vores familie så jeg føler mig virkelig ikke værdsat af dem eller pænt behandlet at jeg nu bliver straffet for at sende ting retur og ikke må handle der mere. Det er virkelig ikke en 'fair politik' og de mister mange kunder på dette!",2019-11-28T20:11:19Z
2180,Tidligere kunde. Må ikke længere handle på boozt.com,1,"Bum! Jeg røg også i fairuse filteret..... Ja der er røget en del retur over de sidste ordre, da jeg har bestilt i flere forskellige str for at prøve hvilken der passede. -Men det er jo grundet varen ikke har passet, der er sendt retur!  Har aldrig tidligere været et problem, at varer returneres. Hvis det er så stort er problem så indfør,at man skal købe en retur label eller betale for fragt. Jeg har handlet virkeligt meget på boozt.com siden 2011 og det har været stort set det eneste sted jeg har shoppet på nettet. Jeg har virkeligt være glad for webshoppen indtil idag! Jeg er som “kunde” ked af at blive ekskluderet på denne måde uden nogen for for orientering om, at I har ændret jeres politik for hvorledes I ønsker at drive jeres webshop.",2019-11-28T20:07:54Z
2181,"""Fair use""?",1,"Jeg var sikker på, at jeres mail om udelukkelse pga ""fair use"" måtte være spam. Jeg er i chok! 
Selvfølgelig er man da nødt til nogle gange at bestille flere størrelser og modeller ad gangen, når tøjet ikke kan prøves inden køb. Men 1-2 gange om ugen er jeg langt fra oppe på - selvom jeg købte det meste af mit eget og mine børns tøj hos jer. Jeres algoritme er vist gået helt galt.

Og så er jeg helt enig med mange andre i, at kommunikationsplanen skulle have været tænkt igennem en ekstra gang. Jeg modtager en mail om annulleret ordre ud af det blå - og bliver samtidig spammet med jeres tilbud. Usmageligt!",2019-11-28T20:01:15Z
2182,fair use er ikke så fair,1,"Jeg er så skuffet over boozt og deres såkaldte fair use politik. Jeg køber praktisk taget al tøj på boozt, da jeg - indtil i dag -har været mega tilfreds med at købe tøj hos jer pga. jeres gratis fragt og retur. Efter jeg fødte min søn i foråret har jeg ikke kunne passe særlig meget af mit gamle tøj og har derfor af flere omgange bestilt nyt og ja, sendt noget retur. Ligesom når jeg går i en tøjbutik og prøver 10 stykker tøj, men måske kun køber 1 eller måske ingenting. Jeg aner jo ikke hvordan tøjet ser ud inden jeg har prøvet det.",2019-11-28T19:54:16Z
2183,Ramt af Fair use igår,1,"Ramt af Fair use igår. Forstår det ikke og kan ikke få et svar fra kundeservice. Deres politik må så være, at man først skal prøve tøjet i fysiske butikker. Det er da ikke Fair over for de fysiske butikker.",2019-11-28T19:50:01Z
2184,Endnu et tilfælde af 'fair use',1,"Boozt har været mit favoritsted at shoppe i årevis. Faktisk handler jeg stort set ikke tøj andre steder. Nu er jeg bandlyst fra at handle, fordi noget af det er røget retur igen (selvom intet fra de seneste 2 ordrer er sent retur)?! Undskyld, men er det ikke at forvente hos en webshop, at varer indimellem kommer retur, når de ikke passer eller er som forventet?",2019-11-28T19:44:01Z
2185,“Almindelige kunder har intet at frygte...”?!,1,"Min kone har været meget tilfreds kunde indtil hun i dag som mange andre har fået en meget hård mail om at Boozt ikke længere ønsker hende som kunde pga deres fair use algoritme (aka “tjener vi nok på denne kunde”- algoritmen). 
I en fysisk butik prøver man ofte mange stykker tøj før man køber ét. En webshop må forvente at få ligeså mange stykker tøj tilbage som en kunde normalt lader ligge i prøverummet.
Ingen advarsel, ingen forklaring, og så bliver man yderligere revset af deres MARKETINGS-chef der i BT proklamerer at “almindelige kunder har intet at frygte”",2019-11-28T19:36:55Z
2186,Super webshop,5,"Super webshop, bestiller ofte nyt tøj den vej igennem, super service at de altid medsender en returlabel (de koster sikkert 30-60kr/stk. for boozt), gør dog sjældent brug af den, da jeg godt kan finde ud af, at bestille den rigtige størrelse :)",2019-11-28T19:21:42Z
2187,Fair ude ..,1,"Fair ude ... er det fair at udelukke de mest trofaste og handlende kunder?? På en webshop må det forventes, at varet returneres med jævne mellemrum.. det er hverken muligt at se eller prøve varerne førend de lander herhjemme. 

Jeg syntes boozt graver deres egen grav.. Eneste vinder i det her er Zalando.",2019-11-28T19:19:39Z
2188,Meget tilfreds med mit køb,5,Meget tilfreds med mit køb. Hurtig levering og venlig service.,2019-11-28T19:14:27Z
2189,Uacceptabel adfærd,1,"Enig med øvrige anmeldelser. Har også fået en fairuse mail. Som andre skriver bestiller jeg ofte flere størrelser og modeller og beholder det som passer. Jeg troede det var det der var fidusen ved en webshop, hvor man ikke kan prøve tøj og sko. Ovenikøbet er både min mand og jeg nu spærret, selvom min mand aldrig bestiller noget. Vi har brugt rigtigt mange penge på Boozt.com og har aldrig snydt med noget som helst, så hvad bilder I jer ind? Kundeservice kan ovenikøbet ikke svare på hvorfor vi er blevet bandlyst pga fairuse, meget ringe",2019-11-28T19:08:52Z
2190,Fair use..,1,Fair use... ikke så fair ikke at oplyse betingelserne på forhånd,2019-11-28T19:08:45Z
2191,Unfair use,1,"Jeg har også fået en “fair use” annullering af min ordre i dag som mange andre herinde. Sidste gang jeg købte på Boozt.com var tilbage i januar 2019. Nu er vi i november. Jeg synes det er dybt forkasteligt at Boozt selv giver eksemplet “vi udelukker dem der køber for store beløb 1-2 gange ugentligt og returnerer det hele”, når det tydelig vis ikke er tilfældet. 

Jeg arbejder selv for en stor, kendt webshop og forstår hvor dyr fri fragt kan være. Men sætter man en algoritme op der skal udelukke “nonfair shoppers” så lav den da ordentligt så den rent faktisk virker!",2019-11-28T19:04:07Z
2192,Fair retningslinjer,5,"Super godt at vi, der ikke hele tiden bestiller og returnerer i et væk, ikke længere skal betale for dem der gør.",2019-11-28T19:01:36Z
2193,Gavekort værdiløse...,1,"Så måtte jule-ønskesedlen tilbagekaldes...
Gavekort til boozt.com, nej tak...
Meget elegant udført med den nye “fair use” politik ellers...",2019-11-28T18:54:54Z
2194,Super fin betjening,4,Super fin betjening,2019-11-28T18:54:29Z
2195,“Fair use”!,1,"“Fair use”!
Jeg troede det var en fup-mail.

Sandt - jeg bestiller maget. Men for at afprøve størrelser og det betyder jo, at meget kommer retur. Og så sker det jo også, at billederne ikke stemmer overens med virkeligheden.

Stort set alt mit tøj, make up, gaver og parfume er købt på Boozt.",2019-11-28T18:33:00Z
2196,UNFAIR KUNDESERVICE,1,"Jeg har brugt Boozt til mange køb til mig selv samt gaver til familie og venner. Har ofte oplevet at købe en vare, som kort efter bliver sat ned og har kontaktet Boozt mhp. udbetaling af differencen, men det kan ikke lade sig gøre og Boozt har SELV opfordret til, at jeg skulle returnere købet og lægge en ny ordre. Nu er jeg blevet ekskluderet på baggrund af fair use princippet. Hvis man som webshop vælger at føre dyre mærker, må man også forvente store ordre med høje beløb, samt at folk ikke beholder det hele. Naiv tilgang og dårlig kundeservice at ekskludere folk uden varsel.",2019-11-28T18:30:55Z
2197,Jeg var helt sikker på at mailen “fair…,1,"Jeg var helt sikker på at mailen “fair use”,  Boozt måtte være en fup mail 🤨 Det var den ikke... Jeg er rasende - det er saftsuseme uacceptabelt... Som netbutik må det være forventeligt at modtage en del returneringer - især fra kunder som gennemfører flere & større ordrer‼️",2019-11-28T18:24:39Z
2198,Ringe service,1,"Som så mange andre - ramt af fair use politikken! Er det ikke ret normalt at man gerne lige vil prøve noget først før man køber? Fuldstændig som i en fysisk butik.
Det er vel slet ikke fair at være nødt til at gå i en fysisk butik og prøve for så at bestille over nettet. 
Har købt rigtig mange ting og brugt mange penge ved Boozt, men det er slut nu.",2019-11-28T18:01:47Z
2199,"Fair use - det er simpelt hen uhørt, at en online butik behandler sine kunder på denne måde",1,"Jeg er dybt rystet og chokeret over jeres måde at behandle mig som kunde på. Jeg har været en god kunde, overholdt alle regler, rost jer og givet gode anmeldelser. Nu får jeg en mail om, at I ikke ønsker mig som kunde længere. Jeg synes, at det er latterligt, at køre sådan en politik, når I er en online butik, der sælger tøj, især når der er så mange konkurrenter på markedet.",2019-11-28T18:00:25Z
2200,Hvor blev servicen af?!,1,"Jeg har tidligere kun haft rosende ord til Boozt og har været super glad for deres udvalg/service/rabatter, gratis retur mv. -men må nu erkende, at der er kommet andre boller på suppen - Har fået besked om, at jeg er ekskluderet fra at bestille på Boozt på baggrund af deres Fair Use politik!!! De vurderer, at jeg har sendt for mange af mine bestillingerne helt eller delvist retur - Men ikke noget om, hvor mange ting, jeg har beholdt - Ja hvad skal man gøre, når man shopper en del, men tingene ikke passer, når de kommer, og derfor ofte bliver nødt til at bestille flere størrelser hjem på én gang eller genbestille en anden størrelse, da beskrivelserne på hjemmesiden er mangelfulde eller ikke-eksisterende - hvilket jo medfører, at noget unægteligt skal retur - ligesom man gør i butikkerne!!! Heldigvis findes der jo andre netbutikker.....",2019-11-28T17:47:27Z
2201,KLAG TIL E-MÆRKET OG FORBRUGEROMBUDSMANDEN,1,"KLAG TIL E-MÆRKET, FORBRUGEROMBUDSMANDEN OG FORBRUGERKLAGENÆVNET!!!
Jeg er også fanget i “fair use” filtret. Først troede jeg det var spam- men næh nej. Den er go’ nok! Jeg er RASENDE! Boozt oplyser at de kun sorterer de kunder fra som handler uetisk og udenfor “normalen”. Jeg er skide sur over at blive sat i en bås som “unormal og uetisk handlende”. Hvad fan’ bilder I jer ind!? Jeg har lagt 16 ordre på de 12 mdr. de henviser til. 16!! De 3 er beholdt helt, 5 delvist beholdt og 8 retur. Jeg har beholdt 1/3 del af mine samlet bestillinger. Boozt kommer ikke med en ordentlig begrundelse for “sparket” hvilket jeg syntes er dybt useriøst og uprofessionelt - man bliver bare mødt med standard svar. I bør i det mindste informere eller advare jeres kunder INDEN I vælger at lave regler for retur om. Jeg har aldrig hørt om, at en kunde bliver smidt ud af fysisk butik fordi han/hun benytter sin almindelige returret for ofte. Det gør boozt her- og man må da som webshop forvente mere retur end i fysisk butik, da forbrugeren netop ikke kan prøve tøjet inden. Jeg er rasende og skuffet over jer boozt! Jeg kan sagtens finde et andet sted og ligge mine penge- men det er princippet og måden I har gjort det på. Jeg vil simpelthen ik finde mig i at blive “stemplet” på den måde!! 
Der må ligge et kæmpe købe-pres på jeres eksisterende kunder- da man som kunde hos jer ikke aner hvor “grænsen” for hvor meget man må sende retur er- og derfor måske beholder varen for ik’ at frygte at blive “fair used”!! Stakkels kunder!! Jeg har klaget til alle de instanser jeg kan- og jeg håber andre kunder som er ramt af det, gør det samme! Ussel forretningsmetode I bruger - især når man tænker på jeres AGGRESIVE markedsføring for fri fragt, nem bytning og “vi elsker retur”. I har åbenbart taget munden for fuld ifht. jeres markedføring og lovning om nem bytning - og jeres eneste måde at råde bod på det, er at straffe min. 9000 af jeres kunder. Vel og mærke for noget som I aldrig nogensinde har markedsført jer på, nemlig “mindre retur- skån miljøet”. I opfordrer selv jeres kunder til at returnere når der kommer prisnedsættelser på varerne indenfor kort tid efter man har bestilt, istedet for at betale differencen. Skam jer for at straffe os kunder, for jeres usle og elendige forretningsmodel!!!",2019-11-28T17:46:53Z
2202,Altid super udvalg,5,"Altid super udvalg, levering og service. Hurtig og effektiv",2019-11-28T15:52:19Z
2203,Fremragende.,5,Fremragende service og troværdigt sted at handle.,2019-11-28T15:49:31Z
2204,God service og lynhurtig levering,5,God service og lynhurtig levering. Begge gange har jeg fået varerne den efterfølgende dag.,2019-11-28T15:11:34Z
2205,Ekskluderet,1,"Jeg er lige som mange andre blevet ekskluderet fra at handle på Boozt. Jeg indrømmer gerne at have sendt mange ting retur og tilsvarende beholdt meget.

I mener, at jeg har brudt jeres ""fair-use-politik."" Jeg har dog blot benyttet mig af den service, som I har stillet til rådighed: Gratis fragt og retur. Det er netop fair brug. Hvis I mener at tabe penge på mig og mange andre, så har I jo mulighed for at kræve betaling i tilfælde af retur. Hvad er pointen med gratis retur, hvis man ikke kan gøre brug af den? Nå, det er åbenbart kun for kunder, som aldrig returnerer eller kun gør det X-antal gange om året.

Samtidig må I da erkende, at hele præmissen for at sælge tøj online jo netop er, at folk køber noget, som de hverken har set ordentligt eller har haft mulighed for at prøve. Derfor er det kun givet, at mange ting vil blive returneret, særligt når man som jer kvit og frit tilbyder at betale for det. 

Problemet er nok nærmere, at der er for mange kløgtige danskere, der ikke beholder tøj, som de egentlig ikke har brug for, og derfor er de ""uønskede kunder."" Og jo ja var de kløgtigere, så havde de aldrig købt det, men det lever I jo nok engang af...",2019-11-28T14:24:32Z
2206,hurtig ekspedition,5,"hurtig ekspedition, varerne lever op til billederne.",2019-11-28T13:47:59Z
2207,Altid hurtig levering,5,"Jeg syntes at det er så nemt,at købe ind hos Boozt.com.",2019-11-28T13:35:34Z
2208,Har i flere år brugt Boozt og har lagt…,1,"Har i flere år brugt Boozt og har lagt mange penge hos dem. Efter at have bestilt og betalt min ordre i går, blev min ordre annulleret grundet Fair Use. Da jeg tog kontakt til kundeservice i dag fik jeg at vide at de ikke ønskede mig som kunde længere, grundet mit handle mønster. Jeg kan ikke se at Boozt synligt har gjort opmærksom på deres nye politik, eller at de vurdere forbrugerens køb bagudrettet. Boozt fører en yderst aggressiv salgs og markedsføring strategi, derfor er der også brug for at Boozt bliver kigget efter i sømmene.",2019-11-28T13:25:30Z
2209,Bestilte en kjole torsdag formiddag,5,"Bestilte en kjole torsdag formiddag, kunne allerede hente fredag ved frokosttid - fantastisk så hurtigt har jeg aldrig fået leveret før.",2019-11-28T13:22:17Z
2210,Super hjemmeside - hurtig levering,5,"Super hjemmeside, altid stort udvalg med nye varer og bedst af alt LYN-HURTIG levering.",2019-11-28T13:18:09Z
2211,Har igennem mange år handlet på…,1,"Har igennem mange år handlet på Boozt.com. uden problemer. meget har jeg beholdt, noget returneret. jeg er dybt skuffet over at de nu har annulleret min ordre pga. fair use politikken - dvs. de faktisk siger at jeg ikke længere kan være kunde hos dem. Jeg har lagt en formue hos Boozt - nu får de ikke en krone!!!!!!!!. Det er simpelthen ikke i orden. 
De har mistet en kunde.",2019-11-28T13:01:49Z
2212,Utrolig hurtig og grei leveranse,5,Utrolig hurtig og grei leveranse,2019-11-28T12:45:05Z
2213,Generelt god service,3,"Generelt god service, men lidt påfaldende at priserne sættes op i forbindelse med Black Friday tilbud",2019-11-28T11:42:07Z
2214,Burde slet ikke have en stjerne,1,"Burde slet ikke have en stjerne. Jeg er virkelig vred og skufftet over deres nye tiltag ""fair use"" Har brugt rigtig mange penge på Boozt gennem årene, og så uden varsel bliver ordren annulleret.
Så sent som i går gav jer dem 5 stjerner herinde, men den anmeldelse har jeg da slettet omgående.
Har for ""sjov"" lige tjekket min bank. Jeg har handlet og beholdt for over 37.000,- kroner 

Tak for svar.....
I skriver :De ramte kunder (cirka 0.3% af kundebasen) har en gennemsnitlig returrate på omkring 90% over 12 måneder med hyppig frekvens.
Jeg har tjekket op på ´mine køb, har inden for de sidste 12 måneder returneret ca. halvdelen af det jeg har bestilt (tit pga. af at jeg har bestilt den samme vare i 2 størrelse, så jeg vil ikke mene jeg høre til den gruppe i refererer til!
Beholdt for kr. 19.416- de sidste 12 måneder !!!!!",2019-11-28T11:38:09Z
2215,Pas på med at returnere dine varer.,1,"Jeg har handlet på Boost 7 gange uden problemer, men har nu ikke længere lov til at handle på deres hjemmeside, fordi jeg har haft returneret nogle af tingene. Det, synes jeg ikke, er okay, men hvis det er deres nye politik, så ønsker jeg heller ikke længere at lægge mine penge hos Boozt.",2019-11-28T11:20:01Z
2216,Ringe kundeservice,1,"Jeg har været flittig køber hos boozt de sidste mange år, jeg har brugt rigtig mange penge på tøj derfra.
Af og til bestiller jeg noget tøj, som jeg ikke kan passe eller som jeg ikke bryder mig om alligevel og se det det retur. 
Nu har de valgt at annullere mine køb, fordi at der er kommet en ny politik. 

Når jeg så prøver at kommunikere med deres kundeservice over messenger. Så svare de ikke på mine spørgsmål, men vælger derimod at ignorere mig!! 

Nu kan jeg så blive nødt til at købe mine julegaver på ZALANDO i stedet for. De p.sser i det mindste ikke sine kunder op og ned ad ryggen.",2019-11-28T11:10:30Z
2217,Altid en fornøjelse og bestille varer…,5,"Altid en fornøjelse og bestille varer hos jer, og hurtig ekspeditionstid",2019-11-28T10:54:50Z
2218,"""UNfair use""",1,"""UNfair use""
Ikke Ok at Boozt indfører denne ""fair use"" politik, uden at informere deres kunder om det inden køb. Det skulle have været formidlet til kunderne for 12 måneder siden, eftersom det er derfra I bedømmer kundernes returnering fra!",2019-11-28T10:36:34Z
2219,Nemt og alt fungerer,5,Nemt og alt fungerer,2019-11-28T10:25:20Z
2220,Fair use,1,"Nej, jeg laver ikke ualmindeligt store bestillinger 1-2 gange om ugen, som jeg returnerer. 
Derimod købte jeg senest varer for 14 dage siden uden problemer - varer som jeg ikke har returneret. 
Jeg skulle købe julegaver i går, men blev udelukket pga. Fair use. Nu har jeg købt varene et andet sted. 
Efter dansk lovgivning kan man returnere varer, som er købt på nettet. Boozt kan jo bare kræve porto for returneringer.",2019-11-28T10:22:52Z
2221,Nemt at handle og hurtig levering.,5,"Nemt at handle og hurtig levering.
nemt at finde det jeg søgte og super hurtig levering.

Mette
Randers",2019-11-28T10:07:21Z
2222,Er også udelukket pga fair use,1,"Er også udelukket med henvisning til fair use. 
Synes det er ubehageligt at bare få en mail om at ens ordre er annuleret. Det ville have været rart at få en mail inden, så ville jeg gerne have ændret mit forbrugsmønster - selvom jeg nu langt fra returnerer i det omfang, som i giver udtryk for at man skal, når man bliver udelukket pga. “uetisk brug”. Har ca. bestilt noget 4-5 gange årligt, ikke to gange ugentligt.
Det kunne også være ret fedt hvis man kunne få svar på hvor længe denne blacklisting skal vare, men der gives ikke rigtigt andet end automatiske copy-paste svar. Kan godt forstå jeres politik - det er jo en frivillig udbudt service, som man, som kunde, ikke har noget krav på - synes dog det er ubehageligt kommunikeret.",2019-11-28T09:55:23Z
2223,fair use klausul....,1,"Jeg har handlet meget på Boozt, og dermed også returneret nogle varer. 

Præcis som så mange andre skriver, er jeg også nu udelukket som kunde, med henvisning til deres nye fair use politik. 

Kunne man have kommunikeret denne vedtagelse ud? Boozt har intet imod at sende tilbudsmails ud, men kommunikationsmailen om at man ikke længere kan handle der, har de droppet. 

Når man skriver til kundeservice henviser de blot til deres fair use klausul, hvor der ingen yderligere information er om på hvilken baggrund de ekskluderer deres kunder fra nu af, andet end man har handlet imod denne politik. 

Der fremgår heller ingen information om denne del er permanent eller blot tidsbestemt. Ikke at man har lyst til at handle med Boozt efter den her behandling... 

Så til alle fremtidige kunder, pas på med at sende retur, i ved ikke hvornår ikke ikke får lov til at handle der mere... 

Sindssyg dårlig kundeservice...",2019-11-28T09:48:48Z
2224,Har aldrig oplevet dårligere kundeservice,1,På Black Friday blev mine ordrer annulleret og min konto lukket. Ingen kan svare på telefon eller mail om hvorfor eller lukke op igen. Jeg kan ikke komme i kontakt med nogen der kan svare. Jeg fik ikke/ får ikke min bestilling og kan fortsat ikke bestille.  Har aldrig oplevet dårligere kundeservice.. jeg er virkelig vred..,2019-11-28T09:17:28Z
2225,fantastisk udvalg,5,"fantastisk udvalg, gode rabatter, hurtig levering og nem retur",2019-11-28T09:03:14Z
2226,Mit første køb hos Boozt.com levede…,5,"Mit første køb hos Boozt.com levede fuldt ud op til mine forventninger.
Jeg bestilte blusen midt i en uge og modtog den allerede fredag aften i samme uge. Så bliver det ikke bedre!",2019-11-28T08:51:12Z
2227,Hele processen er forløbet meget fint.,4,"Hele processen er forløbet meget fint.
Jeg har kun en bemærkning: hvorfor sender I ikke pakker til udenlandske adresser - der er jo en del danskere, der bor i nabolandene.",2019-11-28T08:41:51Z
2228,Dejligt sted at handle,5,"Dejligt sted at handle, hurtig ekspedition.",2019-11-28T08:34:17Z
2229,Alt fungerer bra.,5,Alt fungerer bra.,2019-11-28T08:17:04Z
2230,God service og rask levering,5,God service og rask levering,2019-11-28T08:09:49Z
2231,Fair user politik gør at ordren bliver…,1,"Fair user politik gør at ordren bliver annulleret - uden yderligere grund. 
Har idag forsøgt at lægge en ordre på varer jeg længe har holdt øje med, som nu er på tilbud i forbindelse med Black friday, får med det samme en mail om at ordren er annulleret - med en henvisning til fair use politikken. Ja, jeg har returneret varer da jeg ofte køber flere størrelser for at prøve, hvilket er naturligt ved online køb. 
Da jeg kontakter kundeservice får jeg generisk svar og bliver igen henvist til fair use politik og får ikke nogen forklaring på situationen.",2019-11-28T08:07:55Z
2232,uretfærdigt behandlet på grund af fair usr,1,"Har købt rigtig meget på Boozt men modtager denne gang en annullering af ordre på grund af fair use. Dette forstår jeg ikke da det er en lille ordre på 3 varer og ja har tidligere ofte bestilt flere str af tøj så min datter kunne prøve hvilken størrelse der passede bedst og derfor er der ofte sendt en del af ordren retur.  Men har som sagt købt for mange penge igennem årene, så føler mig uretfærdigt behandlet når jeg modtager en fair use",2019-11-28T06:43:45Z
2233,Fantastisk service,5,"Fantastisk service, lyn hurtig levering 👌",2019-11-28T06:14:10Z
2234,Alt fungerer optimalt,5,"Alt fungerer optimalt. Der er hurtig levering, og hvis man returnerer en vare er det hurtigt registreret og pengene retur.",2019-11-28T04:57:38Z
2235,Har handlet mange gange her,5,"Har handlet mange gange her, og det fungere bare godt hver gang. Hurtig levering, og nemt at sende retur hvis varen ikke passer.",2019-11-28T04:38:49Z
2236,Ny “kundesorterings-politik“,1,"Efter at jeg den forgangne lille uge har modtaget op til flere mails fra boozt.com, bl.a. omhandlende Black Friday, lægger jeg i dag en ordre. Blot for så at modtage en mail retur om, at min ordre er annulleret med henvisning til det nye “Fair use-klausul”, som viser sig at betyde, at jeg, blandt flere, ikke længere er velkommen som kunde - fordi vi “returnerer for mange varer”!

Ja, jeg har købt, og returneret, en del. 
For mig er denne måde at handle (se, og prøve, varer) på, af private årsager,  optimal - i forhold til at skulle besøge fysiske butikker.
At jeg pludselig har returneret for meget/købt for lidt, og ud fra denne “vejning”, nu bliver forkastet som kunde, finder jeg både ubehageligt, ærgerligt og ja, usmageligt.

Det havde klædt jer, som minimum, at have vist jeres (hidtige) kunder så megen respekt, at I, f.eks. efter sidste returnering havde meddelt, at man ikke længere er ønsket som kunde - da man sender for meget retur!
OG i forlængelse heraf have slettet og fra jeres mailliste!

At I vælger, som I gør, er I jo i jeres gode ret til - så længe jeres regler overholder gældende lovgivning.
Men jeres nye tiltag udvisker unægteligt jeres ellers hidtige “fem stjerner. Desværre - for alle parter.",2019-11-27T22:24:52Z
2237,Hurtig levering.,5,"Hurtig levering.
Også fin service når en vare leveres retur.",2019-11-27T22:04:17Z
2238,Ja jeg er også blevet udelukket af fair…,1,"Ja jeg er også blevet udelukket af fair use klausulen, som i vælger at bruge med tilbage virkende kraft, den måde i har valgt at skaffe jeres kunder på bruger i som våben, smart nok lige til Black friday. 
Det blev så sidste gang jeg handlede med jer. 
Bliver spændende at følge her på trustpilot, hvor mange “få” kunder i mener det kommer til at gå ud over. 
Ærgerligt at jeg er nødt til at give 1 stjerne, i burde ikke have nogen",2019-11-27T22:03:36Z
2239,Fair use - ikke fair kommunikation,1,"Det er helt fair, at I indfører ny politik, men dog burde I have informeret om dette, så man kunne have reageret på jeres nye restriktioner.

Ja jeg returnerer, hvis tøjet ikke passer.
Denne ordre skulle have været til julegave og ikke retureret.
Fremover skal jeg selvfølgelig nok prøve/købe tøj i en fysik butik eller på anden webshop.

Er udelukkelsen permanent ?
Kan I evt. oplyse om hvilken lov I benytter jer af i udelukkelsen / eksklusionen af kunder ?",2019-11-27T21:49:17Z
